offset,ibi_duration,timestamp,Subject,Exam
911.869865,0.5469,1544028245.869865,S5,Final
912.401139,0.531274,1544028246.401139,S5,Final
912.963665,0.562526,1544028246.963665,S5,Final
913.510565,0.5469,1544028247.510565,S5,Final
914.073091,0.562526,1544028248.073091,S5,Final
914.651242,0.578151,1544028248.651242,S5,Final
915.291897,0.640654,1544028249.291897,S5,Final
919.901483,0.609403,1544028253.901483,S5,Final
920.557763,0.65628,1544028254.557763,S5,Final
921.057786,0.500023,1544028255.057786,S5,Final
921.792194,0.734409,1544028255.792194,S5,Final
924.620449,0.562526,1544028258.620449,S5,Final
925.1986,0.578151,1544028259.1986,S5,Final
925.7455,0.5469,1544028259.7455,S5,Final
926.276774,0.531274,1544028260.276774,S5,Final
926.8393,0.562526,1544028260.8393,S5,Final
927.417452,0.578151,1544028261.417452,S5,Final
928.026855,0.609403,1544028262.026855,S5,Final
931.730149,0.562526,1544028265.730149,S5,Final
932.245798,0.515649,1544028266.245798,S5,Final
939.761767,0.5469,1544028273.761767,S5,Final
940.324292,0.562526,1544028274.324292,S5,Final
940.855567,0.531274,1544028274.855567,S5,Final
941.402467,0.5469,1544028275.402467,S5,Final
941.964993,0.562526,1544028275.964993,S5,Final
942.480641,0.515649,1544028276.480641,S5,Final
943.058793,0.578151,1544028277.058793,S5,Final
943.590067,0.531274,1544028277.590067,S5,Final
944.121341,0.531274,1544028278.121341,S5,Final
944.63699,0.515649,1544028278.63699,S5,Final
945.215141,0.578151,1544028279.215141,S5,Final
945.746416,0.531274,1544028279.746416,S5,Final
946.355819,0.609403,1544028280.355819,S5,Final
946.82459,0.468771,1544028280.82459,S5,Final
947.418367,0.593777,1544028281.418367,S5,Final
958.606379,0.593777,1544028292.606379,S5,Final
959.184531,0.578151,1544028293.184531,S5,Final
959.747056,0.562526,1544028293.747056,S5,Final
960.340834,0.593777,1544028294.340834,S5,Final
966.653623,0.593777,1544028300.653623,S5,Final
967.309903,0.65628,1544028301.309903,S5,Final
967.888054,0.578151,1544028301.888054,S5,Final
968.544334,0.65628,1544028302.544334,S5,Final
969.122486,0.578151,1544028303.122486,S5,Final
969.76314,0.640654,1544028303.76314,S5,Final
970.31004,0.5469,1544028304.31004,S5,Final
970.872566,0.562526,1544028304.872566,S5,Final
971.450717,0.578151,1544028305.450717,S5,Final
972.06012,0.609403,1544028306.06012,S5,Final
972.638272,0.578151,1544028306.638272,S5,Final
973.216423,0.578151,1544028307.216423,S5,Final
973.794574,0.578151,1544028307.794574,S5,Final
974.388352,0.593777,1544028308.388352,S5,Final
975.044632,0.65628,1544028309.044632,S5,Final
977.935389,0.5469,1544028311.935389,S5,Final
978.466663,0.531274,1544028312.466663,S5,Final
979.091692,0.625029,1544028313.091692,S5,Final
979.576089,0.484397,1544028313.576089,S5,Final
980.185492,0.609403,1544028314.185492,S5,Final
980.732392,0.5469,1544028314.732392,S5,Final
981.310544,0.578151,1544028315.310544,S5,Final
981.873069,0.562526,1544028315.873069,S5,Final
982.419969,0.5469,1544028316.419969,S5,Final
982.998121,0.578151,1544028316.998121,S5,Final
983.451267,0.453146,1544028317.451267,S5,Final
1020.156072,0.515649,1544028354.156072,S5,Final
1020.67172,0.515649,1544028354.67172,S5,Final
1021.171743,0.500023,1544028355.171743,S5,Final
1021.640515,0.468771,1544028355.640515,S5,Final
1022.218666,0.578151,1544028356.218666,S5,Final
1022.812443,0.593777,1544028356.812443,S5,Final
1023.249963,0.43752,1544028357.249963,S5,Final
1023.671858,0.421894,1544028357.671858,S5,Final
1024.109378,0.43752,1544028358.109378,S5,Final
1029.297115,0.687531,1544028363.297115,S5,Final
1029.859641,0.562526,1544028363.859641,S5,Final
1042.110202,0.843789,1544028376.110202,S5,Final
1268.417436,0.593777,1544028602.417436,S5,Final
1283.918145,0.578151,1544028617.918145,S5,Final
1284.527548,0.609403,1544028618.527548,S5,Final
1285.058822,0.531274,1544028619.058822,S5,Final
1365.62501,0.609403,1544028699.62501,S5,Final
1366.156285,0.531274,1544028700.156285,S5,Final
1366.796939,0.640654,1544028700.796939,S5,Final
1367.312587,0.515649,1544028701.312587,S5,Final
1367.890739,0.578151,1544028701.890739,S5,Final
1371.547156,0.609403,1544028705.547156,S5,Final
1372.203436,0.65628,1544028706.203436,S5,Final
1372.781588,0.578151,1544028706.781588,S5,Final
1373.390991,0.609403,1544028707.390991,S5,Final
1555.133685,0.593777,1544028889.133685,S5,Final
1630.996533,0.562526,1544028964.996533,S5,Final
1660.029112,0.65628,1544028994.029112,S5,Final
1660.576012,0.5469,1544028994.576012,S5,Final
1661.216666,0.640654,1544028995.216666,S5,Final
1661.810443,0.593777,1544028995.810443,S5,Final
1662.497975,0.687531,1544028996.497975,S5,Final
1686.499073,0.593777,1544029020.499073,S5,Final
1687.108476,0.609403,1544029021.108476,S5,Final
1687.592873,0.484397,1544029021.592873,S5,Final
1688.139773,0.5469,1544029022.139773,S5,Final
1688.827305,0.687531,1544029022.827305,S5,Final
1689.327328,0.500023,1544029023.327328,S5,Final
1692.327465,0.609403,1544029026.327465,S5,Final
1692.936868,0.609403,1544029026.936868,S5,Final
1699.187154,0.453146,1544029033.187154,S5,Final
1699.655926,0.468771,1544029033.655926,S5,Final
1700.171574,0.515649,1544029034.171574,S5,Final
1703.609231,0.578151,1544029037.609231,S5,Final
1704.109254,0.500023,1544029038.109254,S5,Final
1704.624903,0.515649,1544029038.624903,S5,Final
1705.140552,0.515649,1544029039.140552,S5,Final
1705.6562,0.515649,1544029039.6562,S5,Final
1706.2031,0.5469,1544029040.2031,S5,Final
1706.718749,0.515649,1544029040.718749,S5,Final
1707.234397,0.515649,1544029041.234397,S5,Final
1707.703169,0.468771,1544029041.703169,S5,Final
1708.234443,0.531274,1544029042.234443,S5,Final
1708.875098,0.640654,1544029042.875098,S5,Final
1712.953409,0.65628,1544029046.953409,S5,Final
1715.625407,0.515649,1544029049.625407,S5,Final
1716.141055,0.515649,1544029050.141055,S5,Final
1716.641078,0.500023,1544029050.641078,S5,Final
1729.454165,0.750034,1544029063.454165,S5,Final
1729.985439,0.531274,1544029063.985439,S5,Final
1730.516713,0.531274,1544029064.516713,S5,Final
1737.829548,0.562526,1544029071.829548,S5,Final
1738.454576,0.625029,1544029072.454576,S5,Final
1742.407882,0.484397,1544029076.407882,S5,Final
1742.954782,0.5469,1544029076.954782,S5,Final
1743.564185,0.609403,1544029077.564185,S5,Final
1744.20484,0.640654,1544029078.20484,S5,Final
1746.892463,0.562526,1544029080.892463,S5,Final
1747.579994,0.687531,1544029081.579994,S5,Final
1751.142657,0.5469,1544029085.142657,S5,Final
1751.705183,0.562526,1544029085.705183,S5,Final
1752.205206,0.500023,1544029086.205206,S5,Final
1752.73648,0.531274,1544029086.73648,S5,Final
1753.314632,0.578151,1544029087.314632,S5,Final
1757.799212,0.781286,1544029091.799212,S5,Final
1758.564872,0.76566,1544029092.564872,S5,Final
1761.471255,0.65628,1544029095.471255,S5,Final
1792.628931,0.76566,1544029126.628931,S5,Final
1793.25396,0.625029,1544029127.25396,S5,Final
1796.175969,0.593777,1544029130.175969,S5,Final
1796.769746,0.593777,1544029130.769746,S5,Final
1797.394774,0.625029,1544029131.394774,S5,Final
1802.410629,0.531274,1544029136.410629,S5,Final
1802.98878,0.578151,1544029136.98878,S5,Final
1803.520055,0.531274,1544029137.520055,S5,Final
1822.020902,0.609403,1544029156.020902,S5,Final
1822.708433,0.687531,1544029156.708433,S5,Final
1823.364713,0.65628,1544029157.364713,S5,Final
1824.036619,0.671906,1544029158.036619,S5,Final
1824.661648,0.625029,1544029158.661648,S5,Final
1825.349179,0.687531,1544029159.349179,S5,Final
1828.114931,0.562526,1544029162.114931,S5,Final
1828.646205,0.531274,1544029162.646205,S5,Final
1832.552634,0.515649,1544029166.552634,S5,Final
1882.804934,0.468771,1544029216.804934,S5,Final
1883.414337,0.609403,1544029217.414337,S5,Final
1884.054991,0.640654,1544029218.054991,S5,Final
1884.695646,0.640654,1544029218.695646,S5,Final
1885.3363,0.640654,1544029219.3363,S5,Final
1885.945703,0.609403,1544029219.945703,S5,Final
1891.695966,0.609403,1544029225.695966,S5,Final
1892.22724,0.531274,1544029226.22724,S5,Final
1924.072448,0.609403,1544029258.072448,S5,Final
1937.44806,0.5469,1544029271.44806,S5,Final
1938.041837,0.593777,1544029272.041837,S5,Final
1938.635615,0.593777,1544029272.635615,S5,Final
1939.19814,0.562526,1544029273.19814,S5,Final
1946.135958,0.671906,1544029280.135958,S5,Final
1964.199285,0.421894,1544029298.199285,S5,Final
1964.746185,0.5469,1544029298.746185,S5,Final
1968.636988,0.750034,1544029302.636988,S5,Final
1969.277642,0.640654,1544029303.277642,S5,Final
1970.058928,0.781286,1544029304.058928,S5,Final
1974.543508,0.593777,1544029308.543508,S5,Final
1975.090408,0.5469,1544029309.090408,S5,Final
1975.606057,0.515649,1544029309.606057,S5,Final
1976.121706,0.515649,1544029310.121706,S5,Final
1978.824954,0.515649,1544029312.824954,S5,Final
1979.324977,0.500023,1544029313.324977,S5,Final
1979.825,0.500023,1544029313.825,S5,Final
1980.293772,0.468771,1544029314.293772,S5,Final
1980.762543,0.468771,1544029314.762543,S5,Final
1981.24694,0.484397,1544029315.24694,S5,Final
1981.731337,0.484397,1544029315.731337,S5,Final
1982.200109,0.468771,1544029316.200109,S5,Final
1982.700132,0.500023,1544029316.700132,S5,Final
1983.21578,0.515649,1544029317.21578,S5,Final
1983.731429,0.515649,1544029317.731429,S5,Final
1984.231452,0.500023,1544029318.231452,S5,Final
1984.762726,0.531274,1544029318.762726,S5,Final
1985.309626,0.5469,1544029319.309626,S5,Final
1985.794023,0.484397,1544029319.794023,S5,Final
1986.294046,0.500023,1544029320.294046,S5,Final
1986.794069,0.500023,1544029320.794069,S5,Final
1987.215963,0.421894,1544029321.215963,S5,Final
1987.747238,0.531274,1544029321.747238,S5,Final
1988.231635,0.484397,1544029322.231635,S5,Final
1988.684781,0.453146,1544029322.684781,S5,Final
1989.262932,0.578151,1544029323.262932,S5,Final
1989.747329,0.484397,1544029323.747329,S5,Final
1990.278604,0.531274,1544029324.278604,S5,Final
1990.778626,0.500023,1544029324.778626,S5,Final
1991.309901,0.531274,1544029325.309901,S5,Final
1991.825549,0.515649,1544029325.825549,S5,Final
1992.325572,0.500023,1544029326.325572,S5,Final
2032.59304,0.65628,1544029366.59304,S5,Final
2033.124315,0.531274,1544029367.124315,S5,Final
2033.671215,0.5469,1544029367.671215,S5,Final
2034.171238,0.500023,1544029368.171238,S5,Final
2034.733763,0.562526,1544029368.733763,S5,Final
2035.296289,0.562526,1544029369.296289,S5,Final
2035.874441,0.578151,1544029369.874441,S5,Final
2036.530721,0.65628,1544029370.530721,S5,Final
2042.015347,0.562526,1544029376.015347,S5,Final
2042.593498,0.578151,1544029376.593498,S5,Final
2043.124773,0.531274,1544029377.124773,S5,Final
2043.71855,0.593777,1544029377.71855,S5,Final
2044.296701,0.578151,1544029378.296701,S5,Final
2044.781098,0.484397,1544029378.781098,S5,Final
2058.469225,0.625029,1544029392.469225,S5,Final
2064.90702,0.562526,1544029398.90702,S5,Final
2065.500797,0.593777,1544029399.500797,S5,Final
2066.094574,0.593777,1544029400.094574,S5,Final
2066.672725,0.578151,1544029400.672725,S5,Final
2067.250877,0.578151,1544029401.250877,S5,Final
2067.829028,0.578151,1544029401.829028,S5,Final
2073.298029,0.500023,1544029407.298029,S5,Final
2073.829303,0.531274,1544029407.829303,S5,Final
2074.360577,0.531274,1544029408.360577,S5,Final
2074.876226,0.515649,1544029408.876226,S5,Final
2075.4075,0.531274,1544029409.4075,S5,Final
2075.907523,0.500023,1544029409.907523,S5,Final
2076.5013,0.593777,1544029410.5013,S5,Final
2076.985698,0.484397,1544029410.985698,S5,Final
2093.017681,0.625029,1544029427.017681,S5,Final
2093.502079,0.484397,1544029427.502079,S5,Final
2094.064604,0.562526,1544029428.064604,S5,Final
2094.642756,0.578151,1544029428.642756,S5,Final
2095.189656,0.5469,1544029429.189656,S5,Final
2095.83031,0.640654,1544029429.83031,S5,Final
2100.877416,0.671906,1544029434.877416,S5,Final
2101.439942,0.562526,1544029435.439942,S5,Final
2104.174442,0.531274,1544029438.174442,S5,Final
2104.736968,0.562526,1544029438.736968,S5,Final
2105.283868,0.5469,1544029439.283868,S5,Final
2105.893271,0.609403,1544029439.893271,S5,Final
2106.565176,0.671906,1544029440.565176,S5,Final
2107.143328,0.578151,1544029441.143328,S5,Final
2107.752731,0.609403,1544029441.752731,S5,Final
2108.471514,0.718783,1544029442.471514,S5,Final
2113.581123,0.5469,1544029447.581123,S5,Final
2114.128023,0.5469,1544029448.128023,S5,Final
2114.674923,0.5469,1544029448.674923,S5,Final
2115.221823,0.5469,1544029449.221823,S5,Final
2115.737471,0.515649,1544029449.737471,S5,Final
2116.315623,0.578151,1544029450.315623,S5,Final
2116.878149,0.562526,1544029450.878149,S5,Final
2117.425049,0.5469,1544029451.425049,S5,Final
2118.018826,0.593777,1544029452.018826,S5,Final
2122.3784,0.562526,1544029456.3784,S5,Final
2157.411254,0.609403,1544029491.411254,S5,Final
2248.696682,0.593777,1544029582.696682,S5,Final
2249.259208,0.562526,1544029583.259208,S5,Final
2249.852985,0.593777,1544029583.852985,S5,Final
2259.197163,0.5469,1544029593.197163,S5,Final
2275.635416,0.578151,1544029609.635416,S5,Final
2276.213567,0.578151,1544029610.213567,S5,Final
2276.744841,0.531274,1544029610.744841,S5,Final
2277.322993,0.578151,1544029611.322993,S5,Final
2277.869893,0.5469,1544029611.869893,S5,Final
2278.401167,0.531274,1544029612.401167,S5,Final
2278.963693,0.562526,1544029612.963693,S5,Final
2279.541844,0.578151,1544029613.541844,S5,Final
2280.119996,0.578151,1544029614.119996,S5,Final
2282.901373,0.562526,1544029616.901373,S5,Final
2283.479525,0.578151,1544029617.479525,S5,Final
2284.088928,0.609403,1544029618.088928,S5,Final
2284.69833,0.609403,1544029618.69833,S5,Final
2285.260856,0.562526,1544029619.260856,S5,Final
2285.839008,0.578151,1544029619.839008,S5,Final
2286.464036,0.625029,1544029620.464036,S5,Final
2286.979685,0.515649,1544029620.979685,S5,Final
2287.542211,0.562526,1544029621.542211,S5,Final
2288.104736,0.562526,1544029622.104736,S5,Final
2288.636011,0.531274,1544029622.636011,S5,Final
2289.167285,0.531274,1544029623.167285,S5,Final
2289.792314,0.625029,1544029623.792314,S5,Final
2290.307962,0.515649,1544029624.307962,S5,Final
2290.839236,0.531274,1544029624.839236,S5,Final
2294.495654,0.593777,1544029628.495654,S5,Final
2295.120682,0.625029,1544029629.120682,S5,Final
2295.636331,0.515649,1544029629.636331,S5,Final
2322.200047,0.625029,1544029656.200047,S5,Final
2322.80945,0.609403,1544029656.80945,S5,Final
2323.434479,0.625029,1544029657.434479,S5,Final
2323.997004,0.562526,1544029657.997004,S5,Final
2324.512653,0.515649,1544029658.512653,S5,Final
2325.090804,0.578151,1544029659.090804,S5,Final
2325.684582,0.593777,1544029659.684582,S5,Final
2326.231482,0.5469,1544029660.231482,S5,Final
2326.809633,0.578151,1544029660.809633,S5,Final
2327.372159,0.562526,1544029661.372159,S5,Final
2327.95031,0.578151,1544029661.95031,S5,Final
2328.559713,0.609403,1544029662.559713,S5,Final
2329.122239,0.562526,1544029663.122239,S5,Final
2329.669139,0.5469,1544029663.669139,S5,Final
2330.325419,0.65628,1544029664.325419,S5,Final
2330.934822,0.609403,1544029664.934822,S5,Final
2331.544225,0.609403,1544029665.544225,S5,Final
2332.184879,0.640654,1544029666.184879,S5,Final
2332.809908,0.625029,1544029666.809908,S5,Final
2333.434936,0.625029,1544029667.434936,S5,Final
2333.981836,0.5469,1544029667.981836,S5,Final
2338.435165,0.531274,1544029672.435165,S5,Final
2339.091445,0.65628,1544029673.091445,S5,Final
2339.700848,0.609403,1544029673.700848,S5,Final
2361.904989,0.562526,1544029695.904989,S5,Final
2362.545644,0.640654,1544029696.545644,S5,Final
2363.155046,0.609403,1544029697.155046,S5,Final
2378.265113,0.703157,1544029712.265113,S5,Final
2386.187351,0.531274,1544029720.187351,S5,Final
2386.718625,0.531274,1544029720.718625,S5,Final
2387.312402,0.593777,1544029721.312402,S5,Final
2387.859302,0.5469,1544029721.859302,S5,Final
2388.421828,0.562526,1544029722.421828,S5,Final
2494.739195,0.625029,1544029828.739195,S5,Final
2495.239218,0.500023,1544029829.239218,S5,Final
2495.770492,0.531274,1544029829.770492,S5,Final
2496.301766,0.531274,1544029830.301766,S5,Final
2496.879918,0.578151,1544029830.879918,S5,Final
2497.395566,0.515649,1544029831.395566,S5,Final
2497.911215,0.515649,1544029831.911215,S5,Final
2498.442489,0.531274,1544029832.442489,S5,Final
2499.020641,0.578151,1544029833.020641,S5,Final
2499.598792,0.578151,1544029833.598792,S5,Final
2500.161318,0.562526,1544029834.161318,S5,Final
2500.73947,0.578151,1544029834.73947,S5,Final
2501.317621,0.578151,1544029835.317621,S5,Final
2501.83327,0.515649,1544029835.83327,S5,Final
2502.458298,0.625029,1544029836.458298,S5,Final
2503.020824,0.562526,1544029837.020824,S5,Final
2503.58335,0.562526,1544029837.58335,S5,Final
2506.286598,0.5469,1544029840.286598,S5,Final
2506.833498,0.5469,1544029840.833498,S5,Final
2520.490374,0.515649,1544029854.490374,S5,Final
2527.350063,0.531274,1544029861.350063,S5,Final
2527.881337,0.531274,1544029861.881337,S5,Final
2533.147203,0.5469,1544029867.147203,S5,Final
2533.694103,0.5469,1544029867.694103,S5,Final
2534.28788,0.593777,1544029868.28788,S5,Final
2534.881658,0.593777,1544029868.881658,S5,Final
2535.553563,0.671906,1544029869.553563,S5,Final
2536.303598,0.750034,1544029870.303598,S5,Final
2536.881749,0.578151,1544029870.881749,S5,Final
2539.600624,0.531274,1544029873.600624,S5,Final
2540.116272,0.515649,1544029874.116272,S5,Final
2540.616295,0.500023,1544029874.616295,S5,Final
2541.147569,0.531274,1544029875.147569,S5,Final
2541.663218,0.515649,1544029875.663218,S5,Final
2542.210118,0.5469,1544029876.210118,S5,Final
2542.757018,0.5469,1544029876.757018,S5,Final
2543.33517,0.578151,1544029877.33517,S5,Final
2543.944572,0.609403,1544029877.944572,S5,Final
2544.600852,0.65628,1544029878.600852,S5,Final
2545.335261,0.734409,1544029879.335261,S5,Final
2545.913413,0.578151,1544029879.913413,S5,Final
2546.522815,0.609403,1544029880.522815,S5,Final
2547.069715,0.5469,1544029881.069715,S5,Final
2547.60099,0.531274,1544029881.60099,S5,Final
2548.069761,0.468771,1544029882.069761,S5,Final
2548.679164,0.609403,1544029882.679164,S5,Final
2549.194813,0.515649,1544029883.194813,S5,Final
2549.67921,0.484397,1544029883.67921,S5,Final
2568.070677,0.609403,1544029902.070677,S5,Final
2568.633203,0.562526,1544029902.633203,S5,Final
2569.180103,0.5469,1544029903.180103,S5,Final
2569.758254,0.578151,1544029903.758254,S5,Final
2570.305154,0.5469,1544029904.305154,S5,Final
2570.852054,0.5469,1544029904.852054,S5,Final
2571.398954,0.5469,1544029905.398954,S5,Final
2571.930228,0.531274,1544029905.930228,S5,Final
2572.430251,0.500023,1544029906.430251,S5,Final
2572.977151,0.5469,1544029906.977151,S5,Final
2573.4928,0.515649,1544029907.4928,S5,Final
2574.055326,0.562526,1544029908.055326,S5,Final
2598.368939,0.578151,1544029932.368939,S5,Final
2598.931464,0.562526,1544029932.931464,S5,Final
2599.478364,0.5469,1544029933.478364,S5,Final
2664.48134,0.500023,1544029998.48134,S5,Final
2665.012614,0.531274,1544029999.012614,S5,Final
2665.57514,0.562526,1544029999.57514,S5,Final
2666.059537,0.484397,1544030000.059537,S5,Final
2666.55956,0.500023,1544030000.55956,S5,Final
2667.10646,0.5469,1544030001.10646,S5,Final
2667.637734,0.531274,1544030001.637734,S5,Final
2668.169009,0.531274,1544030002.169009,S5,Final
2668.74716,0.578151,1544030002.74716,S5,Final
2669.372189,0.625029,1544030003.372189,S5,Final
2672.653589,0.500023,1544030006.653589,S5,Final
2673.184863,0.531274,1544030007.184863,S5,Final
2673.684886,0.500023,1544030007.684886,S5,Final
2674.216161,0.531274,1544030008.216161,S5,Final
2674.747435,0.531274,1544030008.747435,S5,Final
2675.294335,0.5469,1544030009.294335,S5,Final
2687.482393,0.734409,1544030021.482393,S5,Final
2688.154299,0.671906,1544030022.154299,S5,Final
2688.748076,0.593777,1544030022.748076,S5,Final
2689.341853,0.593777,1544030023.341853,S5,Final
2689.93563,0.593777,1544030023.93563,S5,Final
2690.48253,0.5469,1544030024.48253,S5,Final
2691.02943,0.5469,1544030025.02943,S5,Final
2691.560704,0.531274,1544030025.560704,S5,Final
2692.107605,0.5469,1544030026.107605,S5,Final
2692.638879,0.531274,1544030026.638879,S5,Final
2693.21703,0.578151,1544030027.21703,S5,Final
2693.795182,0.578151,1544030027.795182,S5,Final
2694.404585,0.609403,1544030028.404585,S5,Final
2694.982736,0.578151,1544030028.982736,S5,Final
2770.126801,0.562526,1544030104.126801,S5,Final
2770.720578,0.593777,1544030104.720578,S5,Final
2787.627602,0.578151,1544030121.627602,S5,Final
2793.502871,0.5469,1544030127.502871,S5,Final
2794.049771,0.5469,1544030128.049771,S5,Final
2794.596671,0.5469,1544030128.596671,S5,Final
2795.143571,0.5469,1544030129.143571,S5,Final
2795.690471,0.5469,1544030129.690471,S5,Final
2796.268622,0.578151,1544030130.268622,S5,Final
2796.924902,0.65628,1544030130.924902,S5,Final
2797.471802,0.5469,1544030131.471802,S5,Final
2798.018703,0.5469,1544030132.018703,S5,Final
2798.596854,0.578151,1544030132.596854,S5,Final
2799.128128,0.531274,1544030133.128128,S5,Final
2799.628151,0.500023,1544030133.628151,S5,Final
2800.159425,0.531274,1544030134.159425,S5,Final
2800.6907,0.531274,1544030134.6907,S5,Final
2801.206348,0.515649,1544030135.206348,S5,Final
2801.737623,0.531274,1544030135.737623,S5,Final
2802.253271,0.515649,1544030136.253271,S5,Final
2802.815797,0.562526,1544030136.815797,S5,Final
2803.347071,0.531274,1544030137.347071,S5,Final
2803.893971,0.5469,1544030137.893971,S5,Final
2804.440871,0.5469,1544030138.440871,S5,Final
2805.0659,0.625029,1544030139.0659,S5,Final
2805.644052,0.578151,1544030139.644052,S5,Final
2806.237829,0.593777,1544030140.237829,S5,Final
2806.831606,0.593777,1544030140.831606,S5,Final
2807.409757,0.578151,1544030141.409757,S5,Final
2808.050412,0.640654,1544030142.050412,S5,Final
2808.581686,0.531274,1544030142.581686,S5,Final
2809.128586,0.5469,1544030143.128586,S5,Final
2809.691112,0.562526,1544030143.691112,S5,Final
2810.238012,0.5469,1544030144.238012,S5,Final
2810.769286,0.531274,1544030144.769286,S5,Final
2811.30056,0.531274,1544030145.30056,S5,Final
2811.816209,0.515649,1544030145.816209,S5,Final
2812.363109,0.5469,1544030146.363109,S5,Final
2812.863132,0.500023,1544030146.863132,S5,Final
2813.378781,0.515649,1544030147.378781,S5,Final
2813.878803,0.500023,1544030147.878803,S5,Final
2814.410078,0.531274,1544030148.410078,S5,Final
2814.941352,0.531274,1544030148.941352,S5,Final
2815.519504,0.578151,1544030149.519504,S5,Final
2827.816941,0.562526,1544030161.816941,S5,Final
2837.207996,0.578151,1544030171.207996,S5,Final
2837.786148,0.578151,1544030171.786148,S5,Final
2838.301796,0.515649,1544030172.301796,S5,Final
2838.848696,0.5469,1544030172.848696,S5,Final
2839.379971,0.531274,1544030173.379971,S5,Final
2839.911245,0.531274,1544030173.911245,S5,Final
2840.458145,0.5469,1544030174.458145,S5,Final
2840.989419,0.531274,1544030174.989419,S5,Final
2843.630165,0.5469,1544030177.630165,S5,Final
2844.223943,0.593777,1544030178.223943,S5,Final
2844.848971,0.625029,1544030178.848971,S5,Final
2845.395871,0.5469,1544030179.395871,S5,Final
2845.989648,0.593777,1544030179.989648,S5,Final
2846.583426,0.593777,1544030180.583426,S5,Final
2847.161577,0.578151,1544030181.161577,S5,Final
2847.755354,0.593777,1544030181.755354,S5,Final
2853.286857,0.515649,1544030187.286857,S5,Final
2853.849383,0.562526,1544030187.849383,S5,Final
2854.411909,0.562526,1544030188.411909,S5,Final
2855.083815,0.671906,1544030189.083815,S5,Final
2855.661966,0.578151,1544030189.661966,S5,Final
2856.208866,0.5469,1544030190.208866,S5,Final
2856.771392,0.562526,1544030190.771392,S5,Final
2857.365169,0.593777,1544030191.365169,S5,Final
2857.943321,0.578151,1544030191.943321,S5,Final
2858.521472,0.578151,1544030192.521472,S5,Final
2859.177752,0.65628,1544030193.177752,S5,Final
2859.724652,0.5469,1544030193.724652,S5,Final
2860.271552,0.5469,1544030194.271552,S5,Final
2860.787201,0.515649,1544030194.787201,S5,Final
